ایستگاه,تاریخ,SO2 ppb
شریف.منطقه2,1399/09/08,13
شریف.منطقه2,1399/09/09,5
شریف.منطقه2,1399/09/10,6
شریف.منطقه2,1399/09/11,10
شریف.منطقه2,1399/09/12,10
شریف.منطقه2,1399/09/13,9
شریف.منطقه2,1399/09/14,13
شریف.منطقه2,1399/09/15,12
شریف.منطقه2,1399/09/16,7
شریف.منطقه2,1399/09/17,6
شریف.منطقه2,1399/09/18,10
شریف.منطقه2,1399/09/19,10
شریف.منطقه2,1399/09/20,11
شریف.منطقه2,1399/09/21,8
شریف.منطقه2,1399/09/22,11
شریف.منطقه2,1399/09/23,14
شریف.منطقه2,1399/09/24,11
شریف.منطقه2,1399/09/25,14
شریف.منطقه2,1399/09/26,10
شریف.منطقه2,1399/09/27,13
شریف.منطقه2,1399/09/28,12
شریف.منطقه2,1399/09/29,7
شریف.منطقه2,1399/09/30,9
شریف.منطقه2,1399/10/01,7
شریف.منطقه2,1399/10/02,15
شریف.منطقه2,1399/10/03,17
شریف.منطقه2,1399/10/04,8
شریف.منطقه2,1399/10/05,3
شریف.منطقه2,1399/10/06,10
شریف.منطقه2,1399/10/07,16
شریف.منطقه2,1399/10/08,11
شریف.منطقه2,1399/10/09,21
شریف.منطقه2,1399/10/10,14
شریف.منطقه2,1399/10/11,19
