ایستگاه,تاریخ,SO2 ppb
مسعودیه.منطقه15,1398/10/08,4
مسعودیه.منطقه15,1398/10/09,5
مسعودیه.منطقه15,1398/10/10,5
مسعودیه.منطقه15,1398/10/11,4
مسعودیه.منطقه15,1398/10/12,5
مسعودیه.منطقه15,1398/10/13,7
مسعودیه.منطقه15,1398/10/14,4
مسعودیه.منطقه15,1398/10/15,3
مسعودیه.منطقه15,1398/10/16,5
مسعودیه.منطقه15,1398/10/17,9
مسعودیه.منطقه15,1398/10/18,5
مسعودیه.منطقه15,1398/10/19,4
مسعودیه.منطقه15,1398/10/20,3
مسعودیه.منطقه15,1398/10/21,4
مسعودیه.منطقه15,1398/10/22,5
مسعودیه.منطقه15,1398/10/23,7
مسعودیه.منطقه15,1398/10/24,6
مسعودیه.منطقه15,1398/10/25,9
مسعودیه.منطقه15,1398/10/26,5
مسعودیه.منطقه15,1398/10/27,3
مسعودیه.منطقه15,1398/10/28,3
مسعودیه.منطقه15,1398/10/29,3
مسعودیه.منطقه15,1398/10/30,4
مسعودیه.منطقه15,1398/11/01,3
مسعودیه.منطقه15,1398/11/02,3
مسعودیه.منطقه15,1398/11/03,3
مسعودیه.منطقه15,1398/11/04,4
مسعودیه.منطقه15,1398/11/05,6
مسعودیه.منطقه15,1398/11/06,5
مسعودیه.منطقه15,1398/11/07,5
مسعودیه.منطقه15,1398/11/08,8
مسعودیه.منطقه15,1398/11/09,8
مسعودیه.منطقه15,1398/11/10,7
مسعودیه.منطقه15,1398/11/11,7
مسعودیه.منطقه15,1398/11/12,5
مسعودیه.منطقه15,1398/11/13,7
مسعودیه.منطقه15,1398/11/14,7
مسعودیه.منطقه15,1398/11/15,8
مسعودیه.منطقه15,1398/11/16,7
مسعودیه.منطقه15,1398/11/17,9
مسعودیه.منطقه15,1398/11/18,5
مسعودیه.منطقه15,1398/11/19,8
مسعودیه.منطقه15,1398/11/20,4
مسعودیه.منطقه15,1398/11/21,4
مسعودیه.منطقه15,1398/11/22,4
مسعودیه.منطقه15,1398/11/23,4
مسعودیه.منطقه15,1398/11/24,7
مسعودیه.منطقه15,1398/11/25,5
مسعودیه.منطقه15,1398/11/26,3
مسعودیه.منطقه15,1398/11/27,4
مسعودیه.منطقه15,1398/11/28,4
مسعودیه.منطقه15,1398/11/29,6
مسعودیه.منطقه15,1398/11/30,4
مسعودیه.منطقه15,1398/12/01,3
مسعودیه.منطقه15,1398/12/02,4
مسعودیه.منطقه15,1398/12/03,4
مسعودیه.منطقه15,1398/12/04,3
مسعودیه.منطقه15,1398/12/05,5
مسعودیه.منطقه15,1398/12/06,3
مسعودیه.منطقه15,1398/12/07,3
مسعودیه.منطقه15,1398/12/08,9
مسعودیه.منطقه15,1398/12/09,9
مسعودیه.منطقه15,1398/12/10,5
مسعودیه.منطقه15,1398/12/11,3
مسعودیه.منطقه15,1398/12/12,3
مسعودیه.منطقه15,1398/12/13,4
مسعودیه.منطقه15,1398/12/14,5
مسعودیه.منطقه15,1398/12/15,8
مسعودیه.منطقه15,1398/12/16,6
مسعودیه.منطقه15,1398/12/17,3
مسعودیه.منطقه15,1398/12/18,5
مسعودیه.منطقه15,1398/12/19,5
مسعودیه.منطقه15,1398/12/20,4
مسعودیه.منطقه15,1398/12/21,8
مسعودیه.منطقه15,1398/12/22,8
مسعودیه.منطقه15,1398/12/23,4
مسعودیه.منطقه15,1398/12/24,3
مسعودیه.منطقه15,1398/12/25,4
مسعودیه.منطقه15,1398/12/26,5
مسعودیه.منطقه15,1398/12/27,3
مسعودیه.منطقه15,1398/12/28,4
مسعودیه.منطقه15,1398/12/29,3
مسعودیه.منطقه15,1399/01/01,2
مسعودیه.منطقه15,1399/01/02,2
مسعودیه.منطقه15,1399/01/03,2
مسعودیه.منطقه15,1399/01/04,2
مسعودیه.منطقه15,1399/01/05,3
مسعودیه.منطقه15,1399/01/06,2
مسعودیه.منطقه15,1399/01/07,2
مسعودیه.منطقه15,1399/01/08,2
مسعودیه.منطقه15,1399/01/09,2
مسعودیه.منطقه15,1399/01/10,2
مسعودیه.منطقه15,1399/01/11,2
مسعودیه.منطقه15,1399/01/12,2
مسعودیه.منطقه15,1399/01/13,3
مسعودیه.منطقه15,1399/01/14,2
مسعودیه.منطقه15,1399/01/15,2
مسعودیه.منطقه15,1399/01/16,3
مسعودیه.منطقه15,1399/01/17,2
