ایستگاه,تاریخ,SO2 ppb
شهرداری.منطقه16,1398/11/30,
شهرداری.منطقه16,1398/12/01,
شهرداری.منطقه16,1398/12/02,
شهرداری.منطقه16,1398/12/03,
شهرداری.منطقه16,1398/12/04,
شهرداری.منطقه16,1398/12/05,
شهرداری.منطقه16,1398/12/06,
شهرداری.منطقه16,1398/12/07,
شهرداری.منطقه16,1398/12/08,
شهرداری.منطقه16,1398/12/09,
شهرداری.منطقه16,1398/12/10,
شهرداری.منطقه16,1398/12/11,
شهرداری.منطقه16,1398/12/12,
شهرداری.منطقه16,1398/12/13,
شهرداری.منطقه16,1398/12/14,
شهرداری.منطقه16,1398/12/15,
شهرداری.منطقه16,1398/12/16,
شهرداری.منطقه16,1398/12/17,
شهرداری.منطقه16,1398/12/18,
شهرداری.منطقه16,1398/12/19,
شهرداری.منطقه16,1398/12/20,
شهرداری.منطقه16,1398/12/21,
شهرداری.منطقه16,1398/12/22,
شهرداری.منطقه16,1398/12/23,
شهرداری.منطقه16,1398/12/24,
شهرداری.منطقه16,1398/12/25,
شهرداری.منطقه16,1398/12/26,
شهرداری.منطقه16,1398/12/27,
شهرداری.منطقه16,1398/12/28,
شهرداری.منطقه16,1398/12/29,
شهرداری.منطقه16,1399/01/01,
شهرداری.منطقه16,1399/01/02,
شهرداری.منطقه16,1399/01/03,
شهرداری.منطقه16,1399/01/04,
شهرداری.منطقه16,1399/01/05,
شهرداری.منطقه16,1399/01/06,
شهرداری.منطقه16,1399/01/07,
شهرداری.منطقه16,1399/01/08,
شهرداری.منطقه16,1399/01/09,
شهرداری.منطقه16,1399/01/10,
شهرداری.منطقه16,1399/01/11,
شهرداری.منطقه16,1399/01/12,
شهرداری.منطقه16,1399/01/13,
شهرداری.منطقه16,1399/01/14,
شهرداری.منطقه16,1399/01/15,
شهرداری.منطقه16,1399/01/16,
شهرداری.منطقه16,1399/01/17,
شهرداری.منطقه16,1399/01/18,
شهرداری.منطقه16,1399/01/19,
شهرداری.منطقه16,1399/01/20,
شهرداری.منطقه16,1399/01/21,
شهرداری.منطقه16,1399/01/22,
شهرداری.منطقه16,1399/01/23,
شهرداری.منطقه16,1399/01/24,
شهرداری.منطقه16,1399/01/25,
شهرداری.منطقه16,1399/01/26,
شهرداری.منطقه16,1399/01/27,
شهرداری.منطقه16,1399/01/28,
شهرداری.منطقه16,1399/01/29,
شهرداری.منطقه16,1399/01/30,
شهرداری.منطقه16,1399/01/31,
شهرداری.منطقه16,1399/02/01,
شهرداری.منطقه16,1399/02/02,
شهرداری.منطقه16,1399/02/03,
شهرداری.منطقه16,1399/02/04,
شهرداری.منطقه16,1399/02/05,
شهرداری.منطقه16,1399/02/06,
شهرداری.منطقه16,1399/02/07,
شهرداری.منطقه16,1399/02/08,
شهرداری.منطقه16,1399/02/09,
شهرداری.منطقه16,1399/02/10,
شهرداری.منطقه16,1399/02/11,
شهرداری.منطقه16,1399/02/12,
شهرداری.منطقه16,1399/02/13,
شهرداری.منطقه16,1399/02/14,
شهرداری.منطقه16,1399/02/15,
شهرداری.منطقه16,1399/02/16,
شهرداری.منطقه16,1399/02/17,
شهرداری.منطقه16,1399/02/18,
شهرداری.منطقه16,1399/02/19,
شهرداری.منطقه16,1399/02/20,
شهرداری.منطقه16,1399/02/21,
شهرداری.منطقه16,1399/02/22,
شهرداری.منطقه16,1399/02/23,
شهرداری.منطقه16,1399/02/24,
شهرداری.منطقه16,1399/02/25,
شهرداری.منطقه16,1399/02/26,
شهرداری.منطقه16,1399/02/27,
شهرداری.منطقه16,1399/02/28,
شهرداری.منطقه16,1399/02/29,
شهرداری.منطقه16,1399/02/30,
شهرداری.منطقه16,1399/02/31,
شهرداری.منطقه16,1399/03/01,
شهرداری.منطقه16,1399/03/02,
شهرداری.منطقه16,1399/03/03,
شهرداری.منطقه16,1399/03/04,
شهرداری.منطقه16,1399/03/05,
شهرداری.منطقه16,1399/03/06,
شهرداری.منطقه16,1399/03/07,
شهرداری.منطقه16,1399/03/08,
شهرداری.منطقه16,1399/03/09,
شهرداری.منطقه16,1399/03/10,
شهرداری.منطقه16,1399/03/11,
شهرداری.منطقه16,1399/03/12,
شهرداری.منطقه16,1399/03/13,
شهرداری.منطقه16,1399/03/14,
شهرداری.منطقه16,1399/03/15,
شهرداری.منطقه16,1399/03/16,
شهرداری.منطقه16,1399/03/17,
شهرداری.منطقه16,1399/03/18,
شهرداری.منطقه16,1399/03/19,
شهرداری.منطقه16,1399/03/20,
شهرداری.منطقه16,1399/03/21,
شهرداری.منطقه16,1399/03/22,
شهرداری.منطقه16,1399/03/23,
شهرداری.منطقه16,1399/03/24,
شهرداری.منطقه16,1399/03/25,
شهرداری.منطقه16,1399/03/26,
شهرداری.منطقه16,1399/03/27,
شهرداری.منطقه16,1399/03/28,
شهرداری.منطقه16,1399/03/29,
شهرداری.منطقه16,1399/03/30,
شهرداری.منطقه16,1399/03/31,
شهرداری.منطقه16,1399/04/01,
شهرداری.منطقه16,1399/04/02,
شهرداری.منطقه16,1399/04/03,
شهرداری.منطقه16,1399/04/04,
شهرداری.منطقه16,1399/04/05,
شهرداری.منطقه16,1399/04/06,
شهرداری.منطقه16,1399/04/07,
شهرداری.منطقه16,1399/04/08,
شهرداری.منطقه16,1399/04/09,
شهرداری.منطقه16,1399/04/10,
شهرداری.منطقه16,1399/04/11,
شهرداری.منطقه16,1399/04/12,
شهرداری.منطقه16,1399/04/13,
شهرداری.منطقه16,1399/04/14,
شهرداری.منطقه16,1399/04/15,
شهرداری.منطقه16,1399/04/16,
شهرداری.منطقه16,1399/04/17,
