ایستگاه,تاریخ,SO2 ppb
پونک,1400/02/16,3
پونک,1400/02/17,3
پونک,1400/02/18,3
پونک,1400/02/19,3
پونک,1400/02/20,3
پونک,1400/02/21,2
پونک,1400/02/22,3
پونک,1400/02/23,3
پونک,1400/02/24,3
پونک,1400/02/25,3
پونک,1400/02/26,3
پونک,1400/02/27,3
پونک,1400/02/28,3
پونک,1400/02/29,3
پونک,1400/02/30,3
پونک,1400/02/31,3
پونک,1400/03/01,3
پونک,1400/03/02,3
پونک,1400/03/03,3
پونک,1400/03/04,3
پونک,1400/03/05,2
پونک,1400/03/06,3
پونک,1400/03/07,3
پونک,1400/03/08,3
پونک,1400/03/09,4
پونک,1400/03/10,3
پونک,1400/03/11,3
پونک,1400/03/12,3
پونک,1400/03/13,3
پونک,1400/03/14,3
پونک,1400/03/15,3
پونک,1400/03/16,3
پونک,1400/03/17,3
پونک,1400/03/18,4
پونک,1400/03/19,4
پونک,1400/03/20,4
پونک,1400/03/21,3
پونک,1400/03/22,5
پونک,1400/03/23,3
پونک,1400/03/24,4
پونک,1400/03/25,4
پونک,1400/03/26,4
پونک,1400/03/27,4
پونک,1400/03/28,3
پونک,1400/03/29,4
پونک,1400/03/30,3
پونک,1400/03/31,4
پونک,1400/04/01,4
پونک,1400/04/02,4
پونک,1400/04/03,4
پونک,1400/04/04,4
پونک,1400/04/05,4
پونک,1400/04/06,3
پونک,1400/04/07,3
پونک,1400/04/08,3
پونک,1400/04/09,3
پونک,1400/04/10,3
پونک,1400/04/11,3
پونک,1400/04/12,4
پونک,1400/04/13,3
پونک,1400/04/14,3
پونک,1400/04/15,3
پونک,1400/04/16,4
پونک,1400/04/17,3
پونک,1400/04/18,3
پونک,1400/04/19,3
پونک,1400/04/20,4
پونک,1400/04/21,3
پونک,1400/04/22,3
پونک,1400/04/23,4
پونک,1400/04/24,3
پونک,1400/04/25,3
پونک,1400/04/26,3
پونک,1400/04/27,3
پونک,1400/04/28,2
پونک,1400/04/29,4
پونک,1400/04/30,3
پونک,1400/04/31,3
پونک,1400/05/01,3
پونک,1400/05/02,3
پونک,1400/05/03,4
پونک,1400/05/04,4
پونک,1400/05/05,4
پونک,1400/05/06,4
پونک,1400/05/07,3
پونک,1400/05/08,3
پونک,1400/05/09,3
پونک,1400/05/10,3
پونک,1400/05/11,3
پونک,1400/05/12,4
